id,price_doc
32472,7796864
32473,8122069
32474,8081823
32475,8347880
32476,6952750
32477,3716768
32478,7706891
32479,6679247
32480,8230417
32481,6960211
32482,3754794
32483,7363402
32484,6912758
32485,8352944
32486,7957531
32487,8204103
32488,6541377
32489,7800455
32490,5471837
32491,8059898
32492,7586358
32493,7255684
32494,7610611
32495,3933803
32496,7491030
32497,8079050
32498,6889189
32499,8302862
32500,8220924
32501,7892221
32502,7221463
32503,8332933
32504,5754533
32505,7202751
32506,7330394
32507,6982826
32508,8317219
32509,6729843
32510,7847111
32511,7467612
32512,6367484
32513,6994064
32514,6008357
32515,7275589
32516,8062336
32517,7579565
32518,7379937
32519,5614492
32520,4799613
32521,7188925
32522,7024031
32523,7446015
32524,7682081
32525,7085162
32526,8143344
32527,7970327
32528,5641701
32529,8204103
32530,7074677
32531,8204103
32532,7989659
32533,8156317
32534,7994449
32535,6741619
32536,8244472
32537,6414394
32538,8016945
32539,7491108
32540,8164380
32541,7985538
32542,8156095
32543,8359581
32544,6818023
32545,6818023
32546,8409475
32547,7700700
32548,8098151
32549,7545594
32550,8234034
32551,6881561
32552,8182137
32553,7920128
32554,8321505
32555,8393204
32556,8298869
32557,3717646
32558,6518459
32559,7369557
32560,7772719
32561,7920743
32562,8008077
32563,7135912
32564,7753019
32565,7447254
32566,7531766
32567,3758086
32568,7333250
32569,7516732
32570,7585353
32571,7996690
32572,7706891
32573,8219751
32574,8094913
32575,7695090
32576,7519525
32577,7659221
32578,6778752
32579,8086566
32580,7914462
32581,8220924
32582,7706891
32583,7409546
32584,4387717
32585,7398171
32586,6935064
32587,6925722
32588,6564105
32589,4804266
32590,8290135
32591,8297323
32592,6535448
32593,3715944
32594,7868729
32595,6414394
32596,7400816
32597,7058178
32598,7270567
32599,4321538
32600,7105669
32601,7695783
32602,6364582
32603,7044201
32604,7949251
32605,4943585
32606,7208361
32607,7947942
32608,7126949
32609,4535850
32610,8226896
32611,7259296
32612,3728809
32613,7891361
32614,8334583
32615,7480279
32616,8043007
32617,8105365
32618,7824055
32619,6741969
32620,8250135
32621,6720731
32622,8424701
32623,8243029
32624,8342240
32625,7443769
32626,7814520
32627,8149770
32628,8450590
32629,7371140
32630,7734094
32631,7611323
32632,7989178
32633,7819629
32634,7560338
32635,5991770
32636,7050019
32637,7195708
32638,5960580
32639,3573347
32640,8140088
32641,6909397
32642,8169085
32643,8115693
32644,7766464
32645,5450145
32646,7726597
32647,8331148
32648,7746361
32649,7801479
32650,7468981
32651,4799613
32652,8293668
32653,8334586
32654,7914835
32655,7897127
32656,6511234
32657,8036050
32658,7678257
32659,5813245
32660,8449320
32661,7540060
32662,7289116
32663,8403751
32664,8406677
32665,8331148
32666,8031806
32667,7802379
32668,7209347
32669,6575205
32670,6792177
32671,7112900
32672,7502652
32673,8010458
32674,8052970
32675,3754794
32676,7969948
32677,7809903
32678,8249127
32679,4624077
32680,7524568
32681,7820019
32682,3931081
32683,8384008
32684,7476426
32685,7390163
32686,8040343
32687,4311149
32688,7048091
32689,8345618
32690,8289622
32691,5977029
32692,7668741
32693,7874742
32694,4261471
32695,8097474
32696,3736826
32697,8199243
32698,6179432
32699,7482506
32700,8272632
32701,8057658
32702,8368553
32703,8268852
32704,8409419
32705,8291509
32706,6656801
32707,8304243
32708,7455873
32709,7145324
32710,8069575
32711,7518138
32712,8316248
32713,8154558
32714,7377609
32715,6350340
32716,6598730
32717,6931294
32718,7124761
32719,7964099
32720,4149914
32721,8064185
32722,8204103
32723,6904150
32724,7257257
32725,8392400
32726,7320680
32727,6881279
32728,7934015
32729,7329172
32730,8227217
32731,5947072
32732,7313444
32733,8298519
32734,6395428
32735,7930351
32736,6555270
32737,6570762
32738,4499133
32739,7897983
32740,7102726
32741,7202175
32742,7155455
32743,7480215
32744,8459315
32745,7749341
32746,8374770
32747,7833847
32748,7268404
32749,3717258
32750,8336023
32751,6612429
32752,8408144
32753,7431011
32754,8300040
32755,8259520
32756,6957389
32757,8193783
32758,6009034
32759,4280159
32760,7169444
32761,7299529
32762,8234729
32763,6530491
32764,8217712
32765,4943585
32766,7818440
32767,7727598
32768,7221425
32769,6902695
32770,7724830
32771,8356252
32772,8436949
32773,7354016
32774,7311357
32775,8138687
32776,7716326
32777,1896439
32778,7620027
32779,6561919
32780,7783954
32781,7806093
32782,7033243
32783,7857182
32784,8110504
32785,8373812
32786,6929213
32787,8288801
32788,7711641
32789,6848884
32790,7158173
32791,6935064
32792,7471708
32793,7599157
32794,4799526
32795,7360398
32796,8131240
32797,4856434
32798,7963942
32799,8410308
32800,7099673
32801,8045013
32802,8283146
32803,7704167
32804,7290585
32805,7751314
32806,8024029
32807,8061835
32808,7816736
32809,8271126
32810,7766439
32811,7765461
32812,6911032
32813,8023963
32814,5614492
32815,7175183
32816,7291683
32817,7862553
32818,7329817
32819,4748338
32820,7008585
32821,7495493
32822,7214838
32823,8023725
32824,7423358
32825,6932514
32826,8241647
32827,7466665
32828,8142111
32829,8077417
32830,6722830
32831,8018612
32832,3734516
32833,8438365
32834,8281763
32835,7952454
32836,7009481
32837,7337931
32838,7874774
32839,6229524
32840,8008919
32841,7928113
32842,7965103
32843,5579068
32844,6727033
32845,8285505
32846,7501572
32847,7256222
32848,7277435
32849,3732583
32850,8121908
32851,7273533
32852,7117449
32853,7927182
32854,8257861
32855,7218459
32856,7657864
32857,8116253
32858,3713945
32859,7794601
32860,8123652
32861,6682634
32862,7363150
32863,8204103
32864,6919015
32865,8277465
32866,3713945
32867,3979772
32868,7392236
32869,8149978
32870,7305343
32871,6651113
32872,8355543
32873,7770277
32874,7191824
32875,7947934
32876,7317488
32877,8376087
32878,6881561
32879,7923581
32880,8089777
32881,8230359
32882,8168407
32883,7175183
32884,8108804
32885,5400365
32886,6249074
32887,4832943
32888,7439624
32889,4872997
32890,4943585
32891,7721307
32892,7667979
32893,8374236
32894,7883676
32895,7804162
32896,6060465
32897,4748338
32898,8412500
32899,6603919
32900,7729090
32901,6846239
32902,8249220
32903,7920689
32904,8386846
32905,7964028
32906,7918336
32907,6717887
32908,7184758
32909,6469758
32910,8209502
32911,8009553
32912,3967628
32913,7317389
32914,4309157
32915,3888283
32916,7205078
32917,7475846
32918,8329772
32919,7399628
32920,7125963
32921,5088170
32922,7190375
32923,6557444
32924,4001222
32925,6679344
32926,6870507
32927,8184911
32928,7885693
32929,7962424
32930,6665257
32931,8353205
32932,7965179
32933,6704192
32934,7361919
32935,8357871
32936,7920712
32937,6526733
32938,7577900
32939,3754794
32940,7244144
32941,7545683
32942,7650854
32943,6829271
32944,3788800
32945,8082343
32946,7942317
32947,8450590
32948,7694742
32949,8039318
32950,7686246
32951,7473731
32952,7963237
32953,7161959
32954,7420518
32955,8360518
32956,7948091
32957,8257341
32958,8382696
32959,7799307
32960,7316156
32961,8273784
32962,3754613
32963,7233505
32964,7814914
32965,5832900
32966,7859603
32967,8175328
32968,8173071
32969,6680346
32970,7435281
32971,8273746
32972,6682398
32973,8139306
32974,7353321
32975,8387963
32976,7980635
32977,6938362
32978,8154580
32979,3858673
32980,3769498
32981,6771513
32982,6353943
32983,8008716
32984,7567493
32985,6130533
32986,6121817
32987,7530405
32988,7247604
32989,7601748
32990,7386051
32991,3991343
32992,7381317
32993,6768482
32994,3715944
32995,7971926
32996,8094280
32997,7280713
32998,8396677
32999,7594097
33000,6523647
33001,8122028
33002,6620406
33003,6918985
33004,7485281
33005,7887567
33006,8412232
33007,7920061
33008,7711851
33009,7839457
33010,8177249
33011,6814253
33012,7897804
33013,4707239
33014,3856929
33015,7635533
33016,7087051
33017,7267619
33018,7515946
33019,7721307
33020,7512620
33021,7419716
33022,8159985
33023,7247177
33024,8468703
33025,6478630
33026,6727033
33027,3934858
33028,7856563
33029,8075205
33030,8370223
33031,7798758
33032,5344299
33033,7791695
33034,7914406
33035,7678204
33036,5716065
33037,7702614
33038,7848820
33039,8345710
33040,8307040
33041,3742837
33042,7226740
33043,8114688
33044,6457682
33045,8271350
33046,7036156
33047,7257764
33048,8227955
33049,8431861
33050,8304437
33051,7640731
33052,8347020
33053,7123612
33054,3744131
33055,8410782
33056,8214688
33057,7811629
33058,7148056
33059,8300502
33060,7817231
33061,6608510
33062,8114470
33063,4217894
33064,7615427
33065,8111414
33066,8057430
33067,6672462
33068,7457314
33069,8393350
33070,8347342
33071,8176292
33072,7938496
33073,6361588
33074,8338929
33075,6765485
33076,4463773
33077,7959341
33078,8324964
33079,7427619
33080,7624310
33081,7455288
33082,8358007
33083,7662564
33084,7891517
33085,8253051
33086,8212052
33087,6394477
33088,7828691
33089,8389388
33090,6843494
33091,6950098
33092,8125100
33093,8468979
33094,6818023
33095,4637009
33096,5015618
33097,8053805
33098,6812388
33099,6767045
33100,8359581
33101,7711187
33102,6517667
33103,7052519
33104,7365733
33105,8383105
33106,7262079
33107,5542014
33108,8191739
33109,4555929
33110,6844585
33111,7399210
33112,3754794
33113,7809988
33114,7614563
33115,8370435
33116,6124600
33117,6474661
33118,8240099
33119,7454792
33120,6874382
33121,7908874
33122,5974971
33123,7975001
33124,7102687
33125,8133132
33126,7570407
33127,7931473
33128,8148350
33129,8416324
33130,8118876
33131,8328786
33132,6294358
33133,8377410
33134,8144376
33135,8349239
33136,7392133
33137,7874743
33138,8057191
33139,7068517
33140,7290663
33141,7913560
33142,6152943
33143,8101917
33144,7818923
33145,8292083
33146,7904753
33147,6840440
33148,7624853
33149,8411207
33150,7670820
33151,7992990
33152,8241848
33153,8458881
33154,8329623
33155,8423396
33156,8268192
33157,6369783
33158,7524545
33159,6326445
33160,7768191
33161,7503703
33162,7610288
33163,7935560
33164,7602698
33165,7587919
33166,7777802
33167,7014740
33168,8228119
33169,7640088
33170,8105376
33171,7687618
33172,8393866
33173,7671840
33174,7396242
33175,5485991
33176,7801436
33177,7628234
33178,7955223
33179,8429332
33180,7202417
33181,6446462
33182,7890135
33183,8052243
33184,8227943
33185,8224915
33186,4572822
33187,7054359
33188,4707030
33189,8301344
33190,7022394
33191,8416940
33192,8334320
33193,8168407
33194,3754794
33195,8149802
33196,7924422
33197,8287996
33198,7472358
33199,8353884
33200,6567627
33201,7661576
33202,5348206
33203,8344968
33204,8155790
33205,7479620
33206,8054296
33207,8363538
33208,8377347
33209,8160120
33210,6945346
33211,7812896
33212,7925257
33213,7073050
33214,7293314
33215,3910733
33216,3735161
33217,7726583
33218,5559361
33219,5485991
33220,8168407
33221,6236492
33222,8091391
33223,4799526
33224,7004638
33225,7788591
33226,3801419
33227,6347723
33228,7841506
33229,8068717
33230,8081470
33231,7125647
33232,8221234
33233,7309001
33234,8056015
33235,4217894
33236,7929717
33237,7972673
33238,7487757
33239,6740754
33240,8140223
33241,6779165
33242,7399728
33243,5543743
33244,8427767
33245,7738468
33246,7004474
33247,7868729
33248,8420750
33249,8413543
33250,7130397
33251,8151144
33252,8179566
33253,6392531
33254,7734276
33255,7963237
33256,8323292
33257,7843366
33258,8389086
33259,7399380
33260,8251120
33261,8304819
33262,7519525
33263,8333262
33264,7015854
33265,8161690
33266,7173885
33267,8317180
33268,7240406
33269,7860645
33270,6892316
33271,7670086
33272,7778412
33273,8022297
33274,6518459
33275,7169005
33276,7400164
33277,7950556
33278,6527525
33279,8016437
33280,6466875
33281,7528809
33282,8266286
33283,6674351
33284,8051822
33285,7557318
33286,8018999
33287,3021920
33288,8315981
33289,7514919
33290,6251885
33291,7275049
33292,8412497
33293,7533939
33294,7951719
33295,7277303
33296,7973200
33297,7277815
33298,8167431
33299,8340666
33300,5614492
33301,4684233
33302,7791880
33303,8302543
33304,8317459
33305,8099220
33306,7151002
33307,8275128
33308,7153232
33309,7320467
33310,8415439
33311,7711784
33312,3757133
33313,6248489
33314,8415364
33315,8385635
33316,7178289
33317,7964473
33318,4452371
33319,6908385
33320,8291612
33321,3835065
33322,7316349
33323,7521644
33324,8426285
33325,8222780
33326,7706891
33327,6589824
33328,7963708
33329,8022155
33330,3736677
33331,8440697
33332,6898261
33333,8373402
33334,4250912
33335,7358766
33336,8442562
33337,7756392
33338,8331647
33339,7493706
33340,7756740
33341,7786987
33342,7804777
33343,7322617
33344,7572259
33345,7961260
33346,8369569
33347,8431738
33348,8127939
33349,7928693
33350,7566711
33351,8407713
33352,7330648
33353,7595467
33354,7746137
33355,8063461
33356,7706891
33357,7367137
33358,3015055
33359,8136073
33360,7931556
33361,8242325
33362,3774115
33363,7172685
33364,8274154
33365,7671759
33366,7558110
33367,6358347
33368,7312207
33369,7899482
33370,6468254
33371,8135961
33372,4231342
33373,7430527
33374,8019508
33375,5960081
33376,8100910
33377,8206701
33378,8488526
33379,7069746
33380,6836892
33381,7637312
33382,6486740
33383,8121441
33384,8385687
33385,3016491
33386,8209632
33387,7403219
33388,5306447
33389,7853280
33390,7818440
33391,6727033
33392,6546721
33393,7421161
33394,8292508
33395,5310088
33396,6408182
33397,6938045
33398,7701805
33399,8400002
33400,7628120
33401,7485841
33402,4306391
33403,7267287
33404,8262532
33405,7837171
33406,7961643
33407,6518459
33408,7328748
33409,6623457
33410,7675561
33411,7465194
33412,8154662
33413,7910047
33414,7663077
33415,7872888
33416,8161906
33417,8198106
33418,6446344
33419,7360172
33420,8238179
33421,8142488
33422,7820623
33423,4115010
33424,8155845
33425,6496276
33426,8008714
33427,8449006
33428,7546515
33429,7868729
33430,6956722
33431,3741064
33432,7670678
33433,7923544
33434,8450590
33435,7217743
33436,8294311
33437,7213258
33438,6818023
33439,6554838
33440,6935064
33441,6818023
33442,8328786
33443,8182061
33444,8292821
33445,7853280
33446,8365554
33447,7388132
33448,6549574
33449,8440162
33450,7796816
33451,8400249
33452,8151466
33453,7917987
33454,8166867
33455,7016414
33456,7975923
33457,7175050
33458,7879454
33459,8339457
33460,8298596
33461,8412888
33462,8246433
33463,7641378
33464,8400719
33465,5450970
33466,7136681
33467,7002097
33468,7251713
33469,8117759
33470,5758253
33471,4799613
33472,8316991
33473,7488851
33474,6987924
33475,4741064
33476,5834493
33477,8055524
33478,7397508
33479,8075785
33480,7720464
33481,8158562
33482,6553151
33483,8421347
33484,7553449
33485,8398798
33486,8389948
33487,7405256
33488,7853040
33489,7860649
33490,7845901
33491,7998898
33492,8065767
33493,4405333
33494,7940694
33495,7337968
33496,8251671
33497,8420017
33498,8330576
33499,8207001
33500,8149978
33501,7883624
33502,6065842
33503,7910963
33504,8383848
33505,7597135
33506,8361064
33507,8126783
33508,8115118
33509,8032158
33510,8268055
33511,8136925
33512,3835065
33513,8418487
33514,7868729
33515,7868729
33516,6263042
33517,7916169
33518,7169310
33519,7243231
33520,6520194
33521,6522389
33522,6689694
33523,7226597
33524,4096076
33525,7372317
33526,8352942
33527,6279292
33528,6499623
33529,6790640
33530,8028214
33531,7887729
33532,6647856
33533,5960606
33534,8031721
33535,7937526
33536,7611999
33537,4456441
33538,8111259
33539,8272632
33540,8288176
33541,8196268
33542,8440223
33543,8149961
33544,7063359
33545,5961169
33546,7369027
33547,8316074
33548,8412650
33549,8219556
33550,8252693
33551,8303694
33552,7519525
33553,6861992
33554,7219025
33555,8264849
33556,5826037
33557,7264338
33558,8498493
33559,7728304
33560,7077120
33561,4799613
33562,7537340
33563,8045325
33564,7703034
33565,8033413
33566,8328333
33567,8418260
33568,4799464
33569,6694056
33570,8403058
33571,4803894
33572,7482832
33573,7784631
33574,8214978
33575,3835065
33576,6507209
33577,7980074
33578,8282512
33579,7835293
33580,8125414
33581,8175245
33582,6973569
33583,7552338
33584,6965810
33585,6148183
33586,7157073
33587,7940297
33588,7363402
33589,8164948
33590,6581258
33591,5514046
33592,7580834
33593,4885137
33594,8299152
33595,7787837
33596,8158090
33597,7954379
33598,7814429
33599,8090766
33600,7897804
33601,7025572
33602,8168407
33603,8146200
33604,6548610
33605,6622179
33606,7769371
33607,7395625
33608,7447504
33609,7672447
33610,7658470
33611,6456810
33612,7406535
33613,6945161
33614,7693471
33615,6804933
33616,8041236
33617,8119584
33618,6906692
33619,7070599
33620,8192116
33621,4799613
33622,7031465
33623,7816949
33624,8359581
33625,4802075
33626,8022005
33627,5614492
33628,7717750
33629,8402412
33630,7477263
33631,8335095
33632,6520194
33633,7772290
33634,8363223
33635,7705534
33636,8355427
33637,7624374
33638,7356184
33639,7769670
33640,8340668
33641,6871945
33642,8091694
33643,3022275
33644,7944811
33645,8060198
33646,8339254
33647,7799245
33648,4789192
33649,6455376
33650,3897189
33651,8135854
33652,8236479
33653,7724742
33654,5143545
33655,6804933
33656,5547836
33657,8241519
33658,8241517
33659,7920340
33660,8375959
33661,7738166
33662,8412258
33663,7510634
33664,8191244
33665,8285932
33666,7376615
33667,7382842
33668,8282399
33669,8322598
33670,7423486
33671,7845537
33672,8396338
33673,8308634
33674,7335935
33675,8229436
33676,3735161
33677,7559387
33678,7904614
33679,7986835
33680,7729135
33681,8371284
33682,6955955
33683,7826614
33684,8220924
33685,7203872
33686,8262014
33687,7880373
33688,8425292
33689,8173295
33690,8147224
33691,6830193
33692,7286977
33693,8436867
33694,6136790
33695,8277676
33696,7377609
33697,8054769
33698,8118005
33699,7457773
33700,6794009
33701,8335499
33702,7667506
33703,8146212
33704,5641891
33705,7609049
33706,8164226
33707,7590473
33708,7439279
33709,7301357
33710,7269900
33711,8083355
33712,7316532
33713,6727350
33714,7578333
33715,8128452
33716,5978431
33717,8227956
33718,4505046
33719,8287346
33720,5304179
33721,7428774
33722,4944983
33723,5685887
33724,7925120
33725,6665912
33726,7946749
33727,7948270
33728,8271239
33729,6641647
33730,7542369
33731,8310591
33732,7368619
33733,7710568
33734,6108401
33735,8175857
33736,6908385
33737,8409067
33738,4575529
33739,7984842
33740,5570746
33741,8254698
33742,7772879
33743,7383927
33744,7071195
33745,4799526
33746,8414328
33747,4858498
33748,8007494
33749,6799688
33750,7995737
33751,7185568
33752,7405579
33753,8164237
33754,8214149
33755,8138036
33756,8373400
33757,7865315
33758,6975205
33759,7106220
33760,3909049
33761,6632298
33762,7931535
33763,4216618
33764,6712244
33765,7688239
33766,6729395
33767,8384805
33768,7705880
33769,8253966
33770,4090960
33771,7199786
33772,8252021
33773,7384015
33774,7969948
33775,7702821
33776,7956664
33777,6989676
33778,6794335
33779,7044269
33780,8424751
33781,7846804
33782,5535324
33783,8168407
33784,8359581
33785,8397496
33786,7142517
33787,8193291
33788,7272033
33789,7234810
33790,6775363
33791,8255752
33792,6292529
33793,8374739
33794,3754613
33795,7633418
33796,8026448
33797,7746252
33798,7932625
33799,5542014
33800,8013789
33801,7976722
33802,7140786
33803,7434790
33804,8346362
33805,6657341
33806,7060203
33807,8285135
33808,7645815
33809,8469392
33810,8095132
33811,8366643
33812,8323385
33813,6562054
33814,8399183
33815,7838280
33816,7711002
33817,7978233
33818,8168407
33819,7056612
33820,4753973
33821,5481643
33822,7308630
33823,7798128
33824,8307949
33825,8373534
33826,8409070
33827,6310576
33828,7700174
33829,8295865
33830,6553151
33831,7301472
33832,7408996
33833,8125414
33834,8359581
33835,8392410
33836,7678762
33837,6667744
33838,8217155
33839,8179793
33840,7836846
33841,8203755
33842,8417810
33843,8070992
33844,7008641
33845,7924422
33846,8258737
33847,7677107
33848,6822176
33849,8326275
33850,8052062
33851,6895779
33852,4217894
33853,8386878
33854,5831412
33855,6526384
33856,4799526
33857,8297239
33858,7637068
33859,8248606
33860,4293428
33861,6466519
33862,7859840
33863,6935610
33864,6525622
33865,6678220
33866,7511498
33867,7820972
33868,6275346
33869,7530405
33870,3856929
33871,6094431
33872,8295700
33873,7400201
33874,5124057
33875,8428049
33876,8315032
33877,7716866
33878,7230167
33879,8301344
33880,7027966
33881,7219337
33882,8065499
33883,6799734
33884,6557996
33885,7740160
33886,7744208
33887,8085398
33888,8431038
33889,8108649
33890,7889192
33891,8269836
33892,7658546
33893,8296281
33894,7257563
33895,6930856
33896,6818023
33897,7868729
33898,7542380
33899,8370023
33900,7654984
33901,8262925
33902,6149997
33903,6481234
33904,7389214
33905,7992814
33906,7901846
33907,3811717
33908,3713945
33909,7687914
33910,7075397
33911,7394661
33912,5528687
33913,7935458
33914,4287366
33915,8362889
33916,7536032
33917,7330479
33918,8110079
33919,7601566
33920,4287366
33921,7853280
33922,6933122
33923,8395636
33924,7695834
33925,8385090
33926,6120885
33927,8262603
33928,7199584
33929,8327821
33930,7278709
33931,8168407
33932,6764263
33933,8170719
33934,7217822
33935,4804266
33936,6665279
33937,7854768
33938,6889744
33939,7920316
33940,8250969
33941,7045912
33942,8312453
33943,8212474
33944,8087530
33945,7686796
33946,8092018
33947,6300253
33948,8271378
33949,6263116
33950,7433696
33951,6326127
33952,8422706
33953,6010707
33954,7935538
33955,7506382
33956,8139048
33957,7634392
33958,7083519
33959,8293413
33960,8304442
33961,8294794
33962,7105455
33963,8401148
33964,8038990
33965,7360000
33966,7498192
33967,8295700
33968,8188076
33969,6572605
33970,7934926
33971,6850829
33972,7380882
33973,8168407
33974,6013132
33975,8257230
33976,8404390
33977,7541517
33978,6682754
33979,8168407
33980,7987565
33981,7688239
33982,7866914
33983,4287366
33984,7704377
33985,8143846
33986,8209802
33987,7224377
33988,6624504
33989,6997556
33990,4293283
33991,7804557
33992,4802075
33993,8409075
33994,7138534
33995,7832307
33996,8105918
33997,7415579
33998,7297407
33999,6528702
34000,5546939
34001,5236533
34002,5932621
34003,7246739
34004,7661830
34005,8214236
34006,7523369
34007,7462377
34008,7346217
34009,7418437
34010,8341534
34011,7379937
34012,7309001
34013,8045336
34014,7753056
34015,8118005
34016,3811717
34017,8068948
34018,8167831
34019,8385687
34020,8159859
34021,7450236
34022,7791737
34023,6443791
34024,6935064
34025,8167423
34026,8228237
34027,8060918
34028,7930137
34029,2858927
34030,6441191
34031,8415485
34032,8423261
34033,8023725
34034,7710495
34035,7470790
34036,8188132
34037,7174928
34038,7916441
34039,7093778
34040,6069882
34041,6888697
34042,8347530
34043,7470238
34044,8090369
34045,7190517
34046,7854782
34047,8168407
34048,7781021
34049,6040237
34050,7860511
34051,8414918
34052,7265195
34053,8066782
34054,8322591
34055,7852982
34056,5605988
34057,6620357
34058,7329466
34059,7680388
34060,7874450
34061,7905105
34062,4287366
34063,5904569
34064,4285456
34065,7875497
34066,4926924
34067,7709304
34068,8186692
34069,5700432
34070,8359581
34071,4494945
34072,8325737
34073,7342049
34074,8090195
34075,6521424
34076,6976452
34077,5989311
34078,8334973
34079,8143257
34080,7404721
34081,7674463
34082,7563911
34083,6795742
34084,8153256
34085,7837272
34086,6985671
34087,5762144
34088,7885596
34089,7175183
34090,7866443
34091,6425499
34092,5796770
34093,7308554
34094,1929771
34095,7714294
34096,8253263
34097,7454792
34098,8301178
34099,8378103
34100,7943797
34101,8159150
34102,7068639
34103,8369871
34104,4799613
34105,7446877
34106,7516679
34107,8170865
34108,7010650
34109,8208512
34110,8118005
34111,5430980
34112,8271126
34113,6824645
34114,8196958
34115,6904546
34116,8385687
34117,8008716
34118,6854766
34119,6477271
34120,4287366
34121,7681196
34122,7354828
34123,7923581
34124,4819611
34125,7606756
34126,3433810
34127,4741064
34128,6779966
34129,6310576
34130,7726189
34131,7853721
34132,8238342
34133,7228035
34134,8070101
34135,8123652
34136,8146840
34137,8192058
34138,7867661
34139,8323969
34140,6707627
34141,8160908
34142,4737215
34143,6234689
34144,8004366
34145,7354690
34146,8370273
34147,8338428
34148,7498108
34149,6448603
34150,8436399
34151,6196146
34152,8305685
34153,7621290
34154,8307327
34155,6888697
34156,6913794
34157,6971326
34158,7313444
34159,8428049
34160,7970588
34161,7820323
34162,2764143
34163,6790180
34164,7451056
34165,8252922
34166,6741619
34167,8377514
34168,8423556
34169,8236086
34170,8392410
34171,8174096
34172,8004721
34173,6883428
34174,7665303
34175,7746378
34176,6412576
34177,7508633
34178,5554330
34179,5221427
34180,8167933
34181,6849594
34182,8359581
34183,7317072
34184,6996817
34185,6739828
34186,8241406
34187,7899756
34188,3713945
34189,7360055
34190,7591899
34191,7190340
34192,7465406
34193,5481269
34194,8089773
34195,8415674
34196,6506831
34197,7789414
34198,6959851
34199,7824290
34200,7913187
34201,7532814
34202,8314984
34203,8008503
34204,7014319
34205,8297098
34206,8004719
34207,6466629
34208,8140646
34209,7706684
34210,8403491
34211,8042823
34212,7725617
34213,8296248
34214,8151611
34215,6463325
34216,8397698
34217,7910597
34218,7560788
34219,7825783
34220,5430980
34221,6849594
34222,6591575
34223,7637226
34224,8273138
34225,7851219
34226,8007798
34227,5145452
34228,5063288
34229,7905739
34230,7513156
34231,7995745
34232,7805345
34233,7658071
34234,7497640
34235,7805345
34236,8140088
34237,8379952
34238,8409475
34239,7608158
34240,6856005
34241,5756930
34242,7468153
34243,7679650
34244,7294614
34245,7764919
34246,8309806
34247,7597109
34248,5516043
34249,7722902
34250,7774040
34251,7293162
34252,8288801
34253,8359581
34254,6300253
34255,6432226
34256,8369925
34257,7706891
34258,4347791
34259,8438365
34260,4199475
34261,6459516
34262,4107221
34263,7853893
34264,6956815
34265,2679371
34266,6129930
34267,7223590
34268,8424586
34269,7865707
34270,8222956
34271,7336512
34272,7901169
34273,7161145
34274,7009959
34275,6468254
34276,7700678
34277,8400911
34278,4293428
34279,7398642
34280,7353502
34281,6783940
34282,7726189
34283,6136423
34284,8242027
34285,7510741
34286,5789869
34287,6407638
34288,3987876
34289,7880646
34290,6734126
34291,6287807
34292,4287180
34293,8313683
34294,7537474
34295,6081795
34296,8035228
34297,7525061
34298,8221766
34299,8308898
34300,7170940
34301,7959465
34302,7092332
34303,8274523
34304,7826813
34305,8392943
34306,8139904
34307,7788375
34308,8381159
34309,7856430
34310,8047252
34311,8210185
34312,7281547
34313,7631080
34314,7149639
34315,8468081
34316,7470984
34317,7411081
34318,7602722
34319,7787837
34320,8162763
34321,6377567
34322,7313268
34323,7925120
34324,7747845
34325,6727033
34326,8164361
34327,8251442
34328,8445346
34329,7269104
34330,7518870
34331,8408737
34332,7579619
34333,6814274
34334,6927605
34335,8455007
34336,7416816
34337,3905150
34338,8328082
34339,8411207
34340,7411401
34341,6788391
34342,7591313
34343,7804488
34344,7846048
34345,8404712
34346,7786095
34347,6866937
34348,7802830
34349,7722114
34350,7342559
34351,3717258
34352,8203206
34353,8299506
34354,4287180
34355,8315100
34356,8149177
34357,7889986
34358,8211675
34359,8392410
34360,8277707
34361,8415912
34362,6572852
34363,7568523
34364,8149710
34365,8090105
34366,6745836
34367,8128475
34368,6947261
34369,6113539
34370,7235043
34371,8290361
34372,7287433
34373,7899096
34374,8390824
34375,7861860
34376,7711332
34377,7756285
34378,7063359
34379,8228373
34380,8283113
34381,8062297
34382,5542014
34383,8108649
34384,7607919
34385,7470238
34386,7550787
34387,7087152
34388,7836396
34389,7957546
34390,7816949
34391,8250522
34392,7889397
34393,7948446
34394,3754794
34395,8085481
34396,8226118
34397,4791333
34398,8224266
34399,6952642
34400,7279209
34401,6408606
34402,7440333
34403,6478419
34404,8290208
34405,8274040
34406,8073256
34407,8094276
34408,4024763
34409,8143283
34410,7122216
34411,8030859
34412,7940933
34413,8118005
34414,7737572
34415,4802840
34416,7218459
34417,7951292
34418,4983818
34419,7715726
34420,8085398
34421,4092202
34422,7487324
34423,5738290
34424,7088233
34425,7613533
34426,7894808
34427,7948353
34428,8211084
34429,7535862
34430,7330046
34431,7532935
34432,7064263
34433,4293283
34434,6771513
34435,7506675
34436,7123354
34437,7747897
34438,5641701
34439,8156504
34440,8067657
34441,8252977
34442,6760936
34443,7403583
34444,7613012
34445,7140446
34446,7793962
34447,8428049
34448,6935064
34449,8364986
34450,1919433
34451,7498270
34452,8090722
34453,7657333
34454,6488604
34455,6573058
34456,6784456
34457,8411318
34458,7503480
34459,8360260
34460,6796948
34461,6274540
34462,6281255
34463,5389268
34464,6765425
34465,7398664
34466,3712566
34467,6781283
34468,6611115
34469,6989125
34470,7233520
